iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit of measurement,value,source
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,1093.0,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,207.0,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,28.0,CTS
FRA,France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,2887.0,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,24.0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,1.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,17.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,48.0,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,25.0,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,13.0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,1.0,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,1.0,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,5.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,1597.0,CTS
ROU,Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,43.0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,60.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,13.0,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,4.0,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,116.0,CTS
VAT,Holy See,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2021,Counts,0.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,1261.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,167.0,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,5.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,1.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,139.0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,1419.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,85.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,271.0,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,26.0,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,1022.0,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,186.0,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,39.0,CTS
FRA,France,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,2649.0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,4.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,6.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,53.0,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,18.0,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,26.0,CTS
IRL,Ireland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,30.0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,1.0,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,1.0,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,13.0,CTS
MAR,Morocco,Africa,Northern Africa,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,37.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,1627.0,CTS
ROU,Romania,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,47.0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,30.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,14.0,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,9.0,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,107.0,CTS
VAT,Holy See,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,Counts,0.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,509.0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,4182.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,517.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,1307.0,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,292.0,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,5940.0,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,185.0,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,179.0,CTS
MMR,Myanmar,Asia,South-eastern Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,25.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,13.0,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,110.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,5811.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,525.0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,4180.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,569.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,1307.0,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,292.0,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,5814.0,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,200.0,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,239.0,CTS
MMR,Myanmar,Asia,South-eastern Asia,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,32.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,16.0,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,65.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,6497.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,531.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,1213.0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,4605.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,588.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,1560.0,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,283.0,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,5598.0,CTS
FIN,Finland,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,231.0,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,19.0,CTS
